id,name,nation,role,salary_rank,comma_less_salary,team,season,salary
1745,Akshay Wakhare,India,Bowler,609,1000000,MI,2015,"10,00,000"
1746,Alex Hales,England,Batsman,302,10000000,MI,2015,"1,00,00,000"
1747,Ambati Rayudu,India,Batsman,68,40000000,MI,2015,"4,00,00,000"
1748,Ben Hilfenhaus,Australia,Bowler,242,5000000,MI,2015,"50,00,000"
1749,Colin Munro,New Zealand,Batsman,221,5000000,MI,2015,"50,00,000"
1750,Corey Anderson,New Zealand,All-Rounder,109,45000000,MI,2015,"4,50,00,000"
1751,Harbhajan Singh,India,Bowler,22,55000000,MI,2015,"5,50,00,000"
1752,Hardik Pandya,India,All-Rounder,34,1000000,MI,2015,"10,00,000"
1753,Jagadeesha Suchith,India,Bowler,367,1000000,MI,2015,"10,00,000"
1754,Jasprit Bumrah,India,All-Rounder,55,12000000,MI,2015,"1,20,00,000"
1755,Josh Hazlewood,Australia,Bowler,224,0,MI,2015,0
1756,Kieron Pollard,West Indies,All-Rounder,14,95000000,MI,2015,"9,50,00,000"
1757,Lasith Malinga,Sri Lanka,Bowler,29,75000000,MI,2015,"7,50,00,000"
1758,Lendl Simmons,West Indies,Batsman,297,5500000,MI,2015,"55,00,000"
1759,Marchant De Lange,South Africa,Bowler,361,3000000,MI,2015,"30,00,000"
1760,MItchell McClenaghan,New Zealand,Bowler,237,3000000,MI,2015,"30,00,000"
1761,Nitish Rana,India,Batsman,128,1000000,MI,2015,"10,00,000"
1762,Parthiv Patel,India,Wicketkeeper Batsman,88,14000000,MI,2015,"1,40,00,000"
1763,Pawan Suyal,India,Bowler,458,1000000,MI,2015,"10,00,000"
1764,Pragyan Ojha,India,Bowler,156,5000000,MI,2015,"50,00,000"
1765,Rohit Sharma,India,Batsman,2,125000000,MI,2015,"12,50,00,000"
1766,Shreyas Gopal,India,All-Rounder,358,1000000,MI,2015,"10,00,000"
1767,Siddhesh Lad,India,Batsman,395,1000000,MI,2015,"10,00,000"
1768,Unmukt Chand,India,Batsman,292,6500000,MI,2015,"65,00,000"
1769,Vinay Kumar,India,Bowler,78,29950000,MI,2015,"2,99,50,000"
1770,AB de Villiers,South Africa,Wicketkeeper Batsman,5,95000000,RCB,2015,"9,50,00,000"
1771,Abu Nechim Ahmed,India,Bowler,312,3000000,RCB,2015,"30,00,000"
1772,Adam Milne,New Zealand,Bowler,193,7000000,RCB,2015,"70,00,000"
1773,Ashok Dinda,India,Bowler,167,15000000,RCB,2015,"1,50,00,000"
1774,Chris Gayle,West Indies,All-Rounder,21,75000000,RCB,2015,"7,50,00,000"
1775,Darren Sammy,West Indies,All-Rounder,170,28000000,RCB,2015,"2,80,00,000"
1776,David Wiese,South Africa,All-Rounder,203,28000000,RCB,2015,"2,80,00,000"
1777,Dinesh Karthik,India,Wicketkeeper Batsman,12,105000000,RCB,2015,"10,50,00,000"
1778,Harshal Patel,India,Bowler,281,4000000,RCB,2015,"40,00,000"
1779,Iqbal Abdulla,India,All-Rounder,291,6500000,RCB,2015,"65,00,000"
1780,Jalaj Saxena,India,All-Rounder,431,1000000,RCB,2015,"10,00,000"
1781,Mandeep Singh,India,All-Rounder,168,8000000,RCB,2015,"80,00,000"
1782,Manvinder Bisla,India,Wicketkeeper Batsman,285,6000000,RCB,2015,"60,00,000"
1783,Mitchell Starc,Australia,Bowler,92,50000000,RCB,2015,"5,00,00,000"
1784,Nic Maddinson,Australia,Batsman,366,5000000,RCB,2015,"50,00,000"
1785,Rilee Rossouw,South Africa,Batsman,416,3000000,RCB,2015,"30,00,000"
1786,Sandeep Warrier,India,Bowler,394,1000000,RCB,2015,"10,00,000"
1787,Sarfaraz Khan,India,Batsman,207,5000000,RCB,2015,"50,00,000"
1788,Sean Abbott,Australia,Bowler,368,10000000,RCB,2015,"1,00,00,000"
1789,Shishir Bhavane,India,Batsman,716,1000000,RCB,2015,"10,00,000"
1790,Sreenath Aravind,India,Bowler,377,1000000,RCB,2015,"10,00,000"
1791,S Badrinath,India,Batsman,552,3000000,RCB,2015,"30,00,000"
1792,Varun Aaron,India,Bowler,126,20000000,RCB,2015,"2,00,00,000"
1793,Vijay Zol,India,Batsman,423,3000000,RCB,2015,"30,00,000"
1794,Virat Kohli,India,Batsman,3,125000000,RCB,2015,"12,50,00,000"
1795,Yogesh Takawale,India,Wicketkeeper Batsman,455,1000000,RCB,2015,"10,00,000"
1796,Yuzvendra Chahal,India,Bowler,77,1000000,RCB,2015,"10,00,000"
1797,Abhishek Nayar,India,All-Rounder,140,10000000,RR,2015,"1,00,00,000"
1798,Ajinkya Rahane,India,Batsman,23,75000000,RR,2015,"7,50,00,000"
1799,Ankit Sharma,India,Bowler,390,1000000,RR,2015,"10,00,000"
1800,Barinder Sran,India,Bowler,174,1000000,RR,2015,"10,00,000"
1801,Ben Cutting,Australia,Bowler,178,8000000,RR,2015,"80,00,000"
1802,Chris Morris,South Africa,All-Rounder,19,14000000,RR,2015,"1,40,00,000"
1803,Deepak Hooda,India,All-Rounder,105,4000000,RR,2015,"40,00,000"
1804,Dhawal Kulkarni,India,Bowler,161,11000000,RR,2015,"1,10,00,000"
1805,Dinesh Salunkhe,India,Bowler,535,1000000,RR,2015,"10,00,000"
1806,Dishant Yagnik,India,Wicketkeeper Batsman,332,3000000,RR,2015,"30,00,000"
1807,James Faulkner,Australia,All-Rounder,51,95000000,RR,2015,"9,50,00,000"
1808,Juan Theron,South Africa,Bowler,500,3000000,RR,2015,"30,00,000"
1809,Kane Richardson,Australia,Bowler,115,10000000,RR,2015,"1,00,00,000"
1810,Karun Nair,India,Batsman,64,7500000,RR,2015,"75,00,000"
1811,Pradeep Sahu,India,All-Rounder,551,1000000,RR,2015,"10,00,000"
1812,Pravin Tambe,India,Bowler,409,1000000,RR,2015,"10,00,000"
1813,Rahul Tewatia,India,Bowler,142,1000000,RR,2015,"10,00,000"
1814,Rajat Bhatia,India,All-Rounder,200,17000000,RR,2015,"1,70,00,000"
1815,Sagar Trivedi,India,Bowler,711,1000000,RR,2015,"10,00,000"
1816,Sanju Samson,India,Wicketkeeper Batsman,28,40000000,RR,2015,"4,00,00,000"
1817,Shane Watson,Australia,All-Rounder,10,125000000,RR,2015,"12,50,00,000"
1818,Steven Smith,Australia,Batsman,31,40000000,RR,2015,"4,00,00,000"
1819,Stuart Binny,India,All-Rounder,107,55000000,RR,2015,"5,50,00,000"
1820,Tim Southee,New Zealand,Bowler,163,12000000,RR,2015,"1,20,00,000"
1821,Vikramjeet Malik,India,Bowler,344,2000000,RR,2015,"20,00,000"
1822,Ashish Reddy,India,All-Rounder,432,2000000,SRH,2015,"20,00,000"
1823,Bhuvneshwar kumar,India,Bowler,25,42500000,SRH,2015,"4,25,00,000"
1824,Bipul Sharma,India,All-Rounder,331,1000000,SRH,2015,"10,00,000"
1825,Chama Milind,India,Bowler,512,1000000,SRH,2015,"10,00,000"
1826,Dale Steyn,South Africa,Bowler,32,95000000,SRH,2015,"9,50,00,000"
1827,David Warner,Australia,Batsman,16,55000000,SRH,2015,"5,50,00,000"
1828,Eoin Morgan,England,Batsman,90,15000000,SRH,2015,"1,50,00,000"
1829,Hanuma Vihari,India,All-Rounder,295,1000000,SRH,2015,"10,00,000"
1830,Ishant Sharma,India,Bowler,58,26000000,SRH,2015,"2,60,00,000"
1831,Kane Williamson,New Zealand,Batsman,130,6000000,SRH,2015,"60,00,000"
1832,Karn Sharma,India,Bowler,49,37500000,SRH,2015,"3,75,00,000"
1833,Kevin Pietersen,England,Batsman,47,20000000,SRH,2015,"2,00,00,000"
1834,KL Rahul,India,Batsman,30,10000000,SRH,2015,"1,00,00,000"
1835,Laxmi Shukla,India,All-Rounder,259,3000000,SRH,2015,"30,00,000"
1836,Moises Henriques,Australia,All-Rounder,117,10000000,SRH,2015,"1,00,00,000"
1837,Naman Ojha,India,Wicketkeeper Batsman,188,5000000,SRH,2015,"50,00,000"
1838,Padmanabhan Prasanth,India,All-Rounder,430,1000000,SRH,2015,"10,00,000"
1839,Parvez Rasool,India,All-Rounder,263,9500000,SRH,2015,"95,00,000"
1840,Praveen Kumar,India,Bowler,79,22000000,SRH,2015,"2,20,00,000"
1841,Ravi Bopara,England,Batsman,206,10000000,SRH,2015,"1,00,00,000"
1842,Ricky Bhui,India,Batsman,410,1000000,SRH,2015,"10,00,000"
1843,Shikhar Dhawan,India,Batsman,13,125000000,SRH,2015,"12,50,00,000"
1844,Siddarth Kaul,India,Bowler,112,1000000,SRH,2015,"10,00,000"
1845,Trent Boult,New Zealand,Bowler,81,38000000,SRH,2015,"3,80,00,000"
1846,Akhil Herwadkar,India,Batsman,719,1000000,DC,2016,"10,00,000"
1847,Amit Mishra,India,Bowler,46,35000000,DC,2016,"3,50,00,000"
1848,Carlos Brathwaite,West Indies,All-Rounder,160,42000000,DC,2016,"4,20,00,000"
1849,Chama Milind,India,Bowler,512,1000000,DC,2016,"10,00,000"
1850,Chris Morris,South Africa,All-Rounder,19,70000000,DC,2016,"7,00,00,000"
1851,Imran Tahir,South Africa,Bowler,187,10000000,DC,2016,"1,00,00,000"
1852,Jayant Yadav,India,Bowler,287,1000000,DC,2016,"10,00,000"
1853,Jean-Paul Duminy,South Africa,All-Rounder,82,22222222,DC,2016,"2,22,22,222"
1854,Joel Paris,Australia,Bowler,555,3000000,DC,2016,"30,00,000"
1855,Karun Nair,India,Batsman,64,40000000,DC,2016,"4,00,00,000"
1856,Khaleel Ahmed,India,Bowler,145,1000000,DC,2016,"10,00,000"
1857,Mahipal Lomror,India,All-Rounder,396,1000000,DC,2016,"10,00,000"
1858,Mayank Agarwal,India,Batsman,157,16000000,DC,2016,"1,60,00,000"
1859,Mohammed Shami,India,Bowler,48,42500000,DC,2016,"4,25,00,000"
1860,Nathan Coulter-Nile,Australia,Bowler,54,42500000,DC,2016,"4,25,00,000"
1861,Pawan Negi,India,Bowler,132,85000000,DC,2016,"8,50,00,000"
1862,Pawan Suyal,India,Bowler,458,1000000,DC,2016,"10,00,000"
1863,Pratyush Singh,India,Bowler,550,1000000,DC,2016,"10,00,000"
1864,Quinton de Kock,South Africa,Wicketkeeper Batsman,71,35000000,DC,2016,"3,50,00,000"
1865,Rishabh Pant,India,Wicketkeeper Batsman,35,19000000,DC,2016,"1,90,00,000"
1866,Sam billings,England,Bowler,222,3000000,DC,2016,"30,00,000"
1867,Sanju Samson,India,Wicketkeeper Batsman,28,42000000,DC,2016,"4,20,00,000"
1868,Shahbaz Nadeem,India,Bowler,106,8500000,DC,2016,"85,00,000"
1869,Shreyas Iyer,India,Batsman,45,26000000,DC,2016,"2,60,00,000"
1870,Zaheer Khan,India,Bowler,57,40000000,DC,2016,"4,00,00,000"
1871,Aaron Finch,Australia,Batsman,85,10000000,GL,2016,"1,00,00,000"
1872,Akshdeep Nath,India,Batsman,214,1000000,GL,2016,"10,00,000"
1873,Amit K Mishra,India,Bowler,718,1000000,GL,2016,"10,00,000"
1874,Andrew Tye,Australia,Bowler,103,5000000,GL,2016,"50,00,000"
1875,Brendon McCullum,New Zealand,Wicketkeeper Batsman,40,32500000,GL,2016,"3,25,00,000"
1876,Dale Steyn,South Africa,Bowler,32,23000000,GL,2016,"2,30,00,000"
1877,Dhawal Kulkarni,India,Bowler,161,20000000,GL,2016,"2,00,00,000"
1878,Dinesh Karthik,India,Wicketkeeper Batsman,12,23000000,GL,2016,"2,30,00,000"
1879,Dwayne Bravo,West Indies,All-Rounder,33,40000000,GL,2016,"4,00,00,000"
1880,Dwayne Smith,West Indies,All-Rounder,114,23000000,GL,2016,"2,30,00,000"
1881,Eklavya Dwivedi,India,Wicketkeeper Batsman,296,10000000,GL,2016,"1,00,00,000"
1882,Ishan Kishan,India,Batsman,69,3500000,GL,2016,"35,00,000"
1883,James Faulkner,Australia,All-Rounder,51,51000000,GL,2016,"5,10,00,000"
1884,Jaydev Shah,India,Batsman,355,2000000,GL,2016,"20,00,000"
1885,Paras Dogra,India,Batsman,401,1000000,GL,2016,"10,00,000"
1886,Pradeep Sangwan,India,Bowler,271,2000000,GL,2016,"20,00,000"
1887,Praveen Kumar,India,Bowler,79,35000000,GL,2016,"3,50,00,000"
1888,Pravin Tambe,India,Bowler,409,2000000,GL,2016,"20,00,000"
1889,Ravindra Jadeja,India,All-Rounder,11,55000000,GL,2016,"5,50,00,000"
1890,Sarabjit Ladda,India,Bowler,417,1000000,GL,2016,"10,00,000"
1891,Shadab Jakati,India,Bowler,251,2000000,GL,2016,"20,00,000"
1892,Shivil Kaushik,India,Bowler,610,1000000,GL,2016,"10,00,000"
1893,Suresh Raina,India,Batsman,4,95000000,GL,2016,"9,50,00,000"
1894,Umang Sharma,India,Batsman,717,1000000,GL,2016,"10,00,000"
1895,Andre Russell,West Indies,All-Rounder,38,6000000,KKR,2016,"60,00,000"
1896,Ankit Rajpoot,India,Bowler,146,15000000,KKR,2016,"1,50,00,000"
1897,Brad Hogg,Australia,All-Rounder,270,5000000,KKR,2016,"50,00,000"
1898,Chris Lynn,Australia,Batsman,63,13000000,KKR,2016,"1,30,00,000"
1899,Colin Munro,New Zealand,Batsman,221,3000000,KKR,2016,"30,00,000"
1900,Gautam Gambhir,India,Batsman,7,125000000,KKR,2016,"12,50,00,000"
1901,Jason Holder,West Indies,All-Rounder,260,7000000,KKR,2016,"70,00,000"
1902,Jaydev Unadkat,India,Bowler,44,16000000,KKR,2016,"1,60,00,000"
1903,John Hastings,Australia,All-Rounder,310,13000000,KKR,2016,"1,30,00,000"
1904,Kuldeep Yadav,India,Bowler,74,4000000,KKR,2016,"40,00,000"
1905,Manan Sharma,India,All-Rounder,720,1000000,KKR,2016,"10,00,000"
1906,Manish Pandey,India,Batsman,26,17000000,KKR,2016,"1,70,00,000"
1907,Morne Morkel,South Africa,Bowler,111,28000000,KKR,2016,"2,80,00,000"
1908,Piyush Chawla,India,All-Rounder,24,42500000,KKR,2016,"4,25,00,000"
1909,Rajagopal Sathish,India,All-Rounder,384,2000000,KKR,2016,"20,00,000"
1910,Robin Uthappa,India,Batsman,9,50000000,KKR,2016,"5,00,00,000"
1911,Shakib Al Hasan,Bangladesh,All-Rounder,76,28000000,KKR,2016,"2,80,00,000"
1912,Shaun Tait,Australia,Bowler,176,0,KKR,2016,0
1913,Sheldon Jackson,India,Wicketkeeper Batsman,424,1500000,KKR,2016,"15,00,000"
1914,Sunil Narine,West Indies,Bowler,6,95000000,KKR,2016,"9,50,00,000"
1915,Suryakumar Yadav,India,Batsman,113,7000000,KKR,2016,"70,00,000"
1916,Umesh Yadav,India,Bowler,50,26000000,KKR,2016,"2,60,00,000"
1917,Yusuf Pathan,India,All-Rounder,27,32500000,KKR,2016,"3,25,00,000"
1918,Anureet Singh,India,Bowler,360,2000000,KXIP,2016,"20,00,000"
1919,Armaan Jaffer,India,Batsman,611,1000000,KXIP,2016,"10,00,000"
1920,Axar Patel,India,All-Rounder,75,7500000,KXIP,2016,"75,00,000"
1921,David Miller,South Africa,Batsman,20,125000000,KXIP,2016,"12,50,00,000"
1922,Farhaan Behardien,South Africa,All-Rounder,554,3000000,KXIP,2016,"30,00,000"
1923,Glenn Maxwell,Australia,All-Rounder,18,60000000,KXIP,2016,"6,00,00,000"
1924,Gurkeerat Singh Mann ,India,Batsman,191,13000000,KXIP,2016,"1,30,00,000"
1925,Hashim Amla,South Africa,Batsman,304,10000000,KXIP,2016,"1,00,00,000"
1926,KC Cariappa,India,Bowler,225,8000000,KXIP,2016,"80,00,000"
1927,Kyle Abbott,South Africa,Bowler,265,21000000,KXIP,2016,"2,10,00,000"
1928,Manan Vohra,India,Batsman,91,40000000,KXIP,2016,"4,00,00,000"
1929,Marcus Stoinis,Australia,Batsman,83,5500000,KXIP,2016,"55,00,000"
1930,Mitchell Johnson,Australia,Bowler,66,65000000,KXIP,2016,"6,50,00,000"
1931,Mohit Sharma,India,Bowler,73,65000000,KXIP,2016,"6,50,00,000"
1932,Murali Vijay,India,Batsman,56,30000000,KXIP,2016,"3,00,00,000"
1933,Nikhil Naik,India,Wicketkeeper Batsman,350,3000000,KXIP,2016,"30,00,000"
1934,Pradeep Sahu,India,All-Rounder,612,1000000,KXIP,2016,"10,00,000"
1935,Rishi Dhawan,India,All-Rounder,164,30000000,KXIP,2016,"3,00,00,000"
1936,Sandeep Sharma,India,Bowler,116,8500000,KXIP,2016,"85,00,000"
1937,Shardul Thakur,India,Bowler,155,2000000,KXIP,2016,"20,00,000"
1938,Shaun Marsh,Australia,Batsman,120,22000000,KXIP,2016,"2,20,00,000"
1939,Swapnil Singh,India,Bowler,581,1000000,KXIP,2016,"10,00,000"
1940,Wriddhiman Saha,India,Wicketkeeper Batsman,97,22000000,KXIP,2016,"2,20,00,000"
1941,Akshay Wakhare,India,Bowler,609,1000000,MI,2016,"10,00,000"
1942,Ambati Rayudu,India,Batsman,68,40000000,MI,2016,"4,00,00,000"
1943,Corey Anderson,New Zealand,All-Rounder,109,45000000,MI,2016,"4,50,00,000"
1944,Deepak Punia,India,Bowler,613,1000000,MI,2016,"10,00,000"
1945,Harbhajan Singh,India,Bowler,22,55000000,MI,2016,"5,50,00,000"
1946,Hardik Pandya,India,All-Rounder,34,1000000,MI,2016,"10,00,000"
1947,Jagadeesha Suchith,India,Bowler,367,1000000,MI,2016,"10,00,000"
1948,Jasprit Bumrah,India,All-Rounder,55,12000000,MI,2016,"1,20,00,000"
1949,Jerome Taylor,West Indies,Bowler,326,5000000,MI,2016,"50,00,000"
1950,Jitesh Sharma,India,Wicketkeeper Batsman,614,1000000,MI,2016,"10,00,000"
1951,Jos Buttler,England,Wicketkeeper Batsman,72,38000000,MI,2016,"3,80,00,000"
1952,Kieron Pollard,West Indies,All-Rounder,14,95000000,MI,2016,"9,50,00,000"
1953,Kishore Kamath,India,All-Rounder,346,14000000,MI,2016,"1,40,00,000"
1954,Krunal Pandya,India,All-Rounder,41,20000000,MI,2016,"2,00,00,000"
1955,Lasith Malinga,Sri Lanka,Bowler,29,75000000,MI,2016,"7,50,00,000"
1956,Lendl Simmons,West Indies,Batsman,297,5500000,MI,2016,"55,00,000"
1957,Marchant De Lange,South Africa,Bowler,361,3000000,MI,2016,"30,00,000"
1958,Martin Guptill,New Zealand,Batsman,305,5000000,MI,2016,"50,00,000"
1959,MItchell McClenaghan,New Zealand,Bowler,237,3000000,MI,2016,"30,00,000"
1960,Nathu singh,India,Bowler,238,32000000,MI,2016,"3,20,00,000"
1961,Nitish Rana,India,Batsman,128,1000000,MI,2016,"10,00,000"
1962,Parthiv Patel,India,Wicketkeeper Batsman,88,14000000,MI,2016,"1,40,00,000"
1963,Rohit Sharma,India,Batsman,2,125000000,MI,2016,"12,50,00,000"
1964,Shreyas Gopal,India,All-Rounder,358,1000000,MI,2016,"10,00,000"
1965,Siddhesh Lad,India,Batsman,395,1000000,MI,2016,"10,00,000"
1966,Tim Southee,New Zealand,Bowler,163,25000000,MI,2016,"2,50,00,000"
1967,Unmukt Chand,India,Batsman,292,6500000,MI,2016,"65,00,000"
1968,Vinay Kumar,India,Bowler,78,29950000,MI,2016,"2,99,50,000"
1969,AB de Villiers,South Africa,Wicketkeeper Batsman,5,95000000,RCB,2016,"9,50,00,000"
1970,Abu Nechim Ahmed,India,Bowler,312,3000000,RCB,2016,"30,00,000"
1971,Adam Milne,New Zealand,Bowler,193,7000000,RCB,2016,"70,00,000"
1972,Akshay Karnewar,India,Bowler,721,1000000,RCB,2016,"10,00,000"
1973,Chris Gayle,West Indies,All-Rounder,21,75000000,RCB,2016,"7,50,00,000"
1974,Chris Jordan,England,Bowler,171,10000000,RCB,2016,"1,00,00,000"
1975,David Wiese,South Africa,All-Rounder,203,28000000,RCB,2016,"2,80,00,000"
1976,Harshal Patel,India,Bowler,281,4000000,RCB,2016,"40,00,000"
1977,Iqbal Abdulla,India,All-Rounder,291,1000000,RCB,2016,"10,00,000"
1978,Kane Richardson,Australia,Bowler,115,20000000,RCB,2016,"2,00,00,000"
1979,Kedar Jadhav,India,All-Rounder,52,21750000,RCB,2016,"2,17,50,000"
1980,KL Rahul,India,Batsman,30,10000000,RCB,2016,"1,00,00,000"
1981,Mandeep Singh,India,All-Rounder,168,8000000,RCB,2016,"80,00,000"
1982,Mitchell Starc,Australia,Bowler,92,50000000,RCB,2016,"5,00,00,000"
1983,Parvez Rasool,India,All-Rounder,263,9500000,RCB,2016,"95,00,000"
1984,Praveen Dubey,India,Bowler,499,3500000,RCB,2016,"35,00,000"
1985,Sachin Baby,India,Batsman,393,1000000,RCB,2016,"10,00,000"
1986,Samuel Badree,West Indies,Bowler,322,5000000,RCB,2016,"50,00,000"
1987,Sarfaraz Khan,India,Batsman,207,5000000,RCB,2016,"50,00,000"
1988,Shane Watson,Australia,All-Rounder,10,95000000,RCB,2016,"9,50,00,000"
1989,Sreenath Aravind,India,Bowler,377,1000000,RCB,2016,"10,00,000"
1990,Stuart Binny,India,All-Rounder,107,20000000,RCB,2016,"2,00,00,000"
1991,Tabraiz Shamsi,South Africa,Bowler,615,1000000,RCB,2016,"10,00,000"
1992,Travis Head,Australia,Batsman,351,5000000,RCB,2016,"50,00,000"
1993,Varun Aaron,India,Bowler,126,20000000,RCB,2016,"2,00,00,000"
1994,Vikas Tokas,India,Bowler,722,1000000,RCB,2016,"10,00,000"
1995,Vikramjeet Malik,India,Bowler,344,2000000,RCB,2016,"20,00,000"
1996,Virat Kohli,India,Batsman,3,125000000,RCB,2016,"12,50,00,000"
1997,Yuzvendra Chahal,India,Bowler,77,1000000,RCB,2016,"10,00,000"
1998,Adam Zampa,Australia,Bowler,248,3000000,RPS,2016,"30,00,000"
1999,Ajinkya Rahane,India,Batsman,23,80000000,RPS,2016,"8,00,00,000"
2000,Albie Morkel,South Africa,All-Rounder,95,3000000,RPS,2016,"30,00,000"
2001,Ankit Sharma,India,Bowler,390,1000000,RPS,2016,"10,00,000"
2002,Ankush Bains,India,Wicketkeeper Batsman,459,1000000,RPS,2016,"10,00,000"
2003,Ashok Dinda,India,Bowler,167,5000000,RPS,2016,"50,00,000"
2004,Baba Aparajith,India,All-Rounder,481,1000000,RPS,2016,"10,00,000"
2005,Deepak Chahar,India,Bowler,246,1000000,RPS,2016,"10,00,000"
2006,Faf Du Plessis,South Africa,Batsman,67,47500000,RPS,2016,"4,75,00,000"
2007,George Bailey,Australia,Batsman,179,5000000,RPS,2016,"50,00,000"
2008,Irfan Pathan,India,All-Rounder,36,10000000,RPS,2016,"1,00,00,000"
2009,Ishant Sharma,India,Bowler,58,38000000,RPS,2016,"3,80,00,000"
2010,Ishwar Pandey,India,Bowler,249,2000000,RPS,2016,"20,00,000"
2011,Jaskaran Singh,India,Bowler,537,1000000,RPS,2016,"10,00,000"
2012,Kevin Pietersen,England,Batsman,47,35000000,RPS,2016,"3,50,00,000"
2013,Mitchell Marsh,Australia,All-Rounder,101,48000000,RPS,2016,"4,80,00,000"
2014,MS Dhoni,India,Wicketkeeper Batsman,1,125000000,RPS,2016,"12,50,00,000"
2015,Murugan Ashwin,India,Bowler,173,45000000,RPS,2016,"4,50,00,000"
2016,Peter Handscomb,Australia,Wicketkeeper Batsman,553,3000000,RPS,2016,"30,00,000"
2017,Rajat Bhatia,India,All-Rounder,200,6000000,RPS,2016,"60,00,000"
2018,Ravichandran Ashwin,India,All-Rounder,15,75000000,RPS,2016,"7,50,00,000"
2019,RP Singh,India,Bowler,102,3000000,RPS,2016,"30,00,000"
2020,Saurabh Tiwary,India,Batsman,65,7000000,RPS,2016,"70,00,000"
2021,Scott Boland,Australia,Bowler,482,5000000,RPS,2016,"50,00,000"
2022,Steven Smith,Australia,Batsman,31,40000000,RPS,2016,"4,00,00,000"
2023,Thisara Perera,Sri Lanka,All-Rounder,143,10000000,RPS,2016,"1,00,00,000"
2024,Usman Khawaja,Australia,Batsman,303,10000000,RPS,2016,"1,00,00,000"
2025,Abhimanyu Mithun,India,Bowler,220,3000000,SRH,2016,"30,00,000"
2026,Aditya Tare,India,Wicketkeeper Batsman,201,12000000,SRH,2016,"1,20,00,000"
2027,Ashish Nehra,India,Bowler,59,55000000,SRH,2016,"5,50,00,000"
2028,Ashish Reddy,India,All-Rounder,432,2000000,SRH,2016,"20,00,000"
2029,Barinder Sran,India,Bowler,174,12000000,SRH,2016,"1,20,00,000"
2030,Ben Cutting,Australia,Bowler,178,5000000,SRH,2016,"50,00,000"
2031,Bhuvneshwar kumar,India,Bowler,25,42500000,SRH,2016,"4,25,00,000"
2032,Bipul Sharma,India,All-Rounder,331,1000000,SRH,2016,"10,00,000"
2033,David Warner,Australia,Batsman,16,55000000,SRH,2016,"5,50,00,000"
2034,Deepak Hooda,India,All-Rounder,105,42000000,SRH,2016,"4,20,00,000"
2035,Eoin Morgan,England,Batsman,90,15000000,SRH,2016,"1,50,00,000"
2036,Kane Williamson,New Zealand,Batsman,130,6000000,SRH,2016,"60,00,000"
2037,Karn Sharma,India,Bowler,49,37500000,SRH,2016,"3,75,00,000"
2038,Moises Henriques,Australia,All-Rounder,117,10000000,SRH,2016,"1,00,00,000"
2039,Mustafizur Rahman,Bangladesh,Bowler,198,14000000,SRH,2016,"1,40,00,000"
2040,Naman Ojha,India,Wicketkeeper Batsman,188,5000000,SRH,2016,"50,00,000"
2041,Ricky Bhui,India,Batsman,410,1000000,SRH,2016,"10,00,000"
2042,Shikhar Dhawan,India,Batsman,13,125000000,SRH,2016,"12,50,00,000"
2043,Siddarth Kaul,India,Bowler,112,1000000,SRH,2016,"10,00,000"
2044,Tirumalasetti Suman,India,Batsman,362,1000000,SRH,2016,"10,00,000"
2045,Trent Boult,New Zealand,Bowler,81,38000000,SRH,2016,"3,80,00,000"
2046,Vijay Shankar,India,All-Rounder,131,3500000,SRH,2016,"35,00,000"
2047,Yuvraj Singh,India,Batsman,8,70000000,SRH,2016,"7,00,00,000"
2048,Aditya Tare,India,Wicketkeeper Batsman,201,2500000,DC,2017,"25,00,000"
2049,Amit Mishra,India,Bowler,46,35000000,DC,2017,"3,50,00,000"
2050,Angelo Mathews,Sri Lanka,All-Rounder,80,20000000,DC,2017,"2,00,00,000"
2051,Ankit Bawne,India,Batsman,730,1000000,DC,2017,"10,00,000"
2052,Ben Hilfenhaus,Australia,Bowler,242,3000000,DC,2017,"30,00,000"
2053,Carlos Brathwaite,West Indies,All-Rounder,160,42000000,DC,2017,"4,20,00,000"
2054,Chama Milind,India,Bowler,512,1000000,DC,2017,"10,00,000"
2055,Chris Morris,South Africa,All-Rounder,19,70000000,DC,2017,"7,00,00,000"
2056,Corey Anderson,New Zealand,All-Rounder,109,10000000,DC,2017,"1,00,00,000"
2057,Jayant Yadav,India,Bowler,287,1000000,DC,2017,"10,00,000"
2058,Jean-Paul Duminy,South Africa,All-Rounder,82,22000000,DC,2017,"2,20,00,000"
2059,Kagiso Rabada,South Africa,Bowler,104,50000000,DC,2017,"5,00,00,000"
2060,Karun Nair,India,Batsman,64,40000000,DC,2017,"4,00,00,000"
