ball_id,match_id,inning,over,ball,batsman,non_striker,bowler,noball_runs,batsman_runs,extra_runs,total_runs,extras_type,player_dismissed,dismissal_kind,fielder
179086,829,1,1,1,RG Sharma,Q de Kock,DL Chahar,0,4,0,4,,,,
179087,829,1,1,2,RG Sharma,Q de Kock,DL Chahar,0,1,0,1,,,,
179088,829,1,1,3,Q de Kock,RG Sharma,DL Chahar,0,2,0,2,,,,
179089,829,1,1,4,Q de Kock,RG Sharma,DL Chahar,0,4,0,4,,,,
179090,829,1,1,5,Q de Kock,RG Sharma,DL Chahar,0,0,0,0,,,,
179091,829,1,1,6,Q de Kock,RG Sharma,DL Chahar,0,1,0,1,,,,
179092,829,1,2,1,Q de Kock,RG Sharma,SM Curran,0,0,0,0,,,,
179093,829,1,2,2,Q de Kock,RG Sharma,SM Curran,0,0,0,0,,,,
179094,829,1,2,3,Q de Kock,RG Sharma,SM Curran,0,1,0,1,,,,
179095,829,1,2,4,RG Sharma,Q de Kock,SM Curran,0,4,0,4,,,,
179096,829,1,2,5,RG Sharma,Q de Kock,SM Curran,0,1,0,1,,,,
179097,829,1,2,6,Q de Kock,RG Sharma,SM Curran,0,1,0,1,,,,
179098,829,1,3,1,Q de Kock,RG Sharma,DL Chahar,0,1,0,1,,,,
179099,829,1,3,2,RG Sharma,Q de Kock,DL Chahar,0,0,0,0,,,,
179100,829,1,3,3,RG Sharma,Q de Kock,DL Chahar,0,0,0,0,,,,
179101,829,1,3,4,RG Sharma,Q de Kock,DL Chahar,0,1,0,1,,,,
179102,829,1,3,5,Q de Kock,RG Sharma,DL Chahar,0,4,0,4,,,,
179103,829,1,3,6,Q de Kock,RG Sharma,DL Chahar,0,2,0,2,,,,
179104,829,1,4,1,RG Sharma,Q de Kock,L Ngidi,0,1,0,1,,,,
179105,829,1,4,2,Q de Kock,RG Sharma,L Ngidi,0,4,0,4,,,,
179106,829,1,4,3,Q de Kock,RG Sharma,L Ngidi,0,2,0,2,,,,
179107,829,1,4,4,Q de Kock,RG Sharma,L Ngidi,0,0,1,1,wides,,,
179108,829,1,4,5,Q de Kock,RG Sharma,L Ngidi,0,4,0,4,,,,
179109,829,1,4,6,Q de Kock,RG Sharma,L Ngidi,0,0,1,1,wides,,,
179110,829,1,4,7,Q de Kock,RG Sharma,L Ngidi,0,4,0,4,,,,
179111,829,1,4,8,Q de Kock,RG Sharma,L Ngidi,0,1,0,1,,,,
179112,829,1,5,1,Q de Kock,RG Sharma,PP Chawla,0,0,0,0,,,,
179113,829,1,5,2,Q de Kock,RG Sharma,PP Chawla,0,1,0,1,,,,
179114,829,1,5,3,RG Sharma,Q de Kock,PP Chawla,0,0,0,0,,,,
179115,829,1,5,4,RG Sharma,Q de Kock,PP Chawla,0,0,0,0,,RG Sharma,caught,SM Curran
179116,829,1,5,5,SA Yadav,Q de Kock,PP Chawla,0,1,0,1,,,,
179117,829,1,5,6,Q de Kock,SA Yadav,PP Chawla,0,1,0,1,,,,
179118,829,1,6,1,Q de Kock,SA Yadav,SM Curran,0,0,0,0,,Q de Kock,caught,SR Watson
179119,829,1,6,2,SS Tiwary,SA Yadav,SM Curran,0,0,0,0,,,,
179120,829,1,6,3,SS Tiwary,SA Yadav,SM Curran,0,2,0,2,,,,
179121,829,1,6,4,SS Tiwary,SA Yadav,SM Curran,0,0,0,0,,,,
179122,829,1,6,5,SS Tiwary,SA Yadav,SM Curran,0,1,0,1,,,,
179123,829,1,6,6,SA Yadav,SS Tiwary,SM Curran,0,0,0,0,,,,
179124,829,1,7,1,SS Tiwary,SA Yadav,RA Jadeja,0,1,0,1,,,,
179125,829,1,7,2,SA Yadav,SS Tiwary,RA Jadeja,0,4,0,4,,,,
179126,829,1,7,3,SA Yadav,SS Tiwary,RA Jadeja,0,1,0,1,,,,
179127,829,1,7,4,SS Tiwary,SA Yadav,RA Jadeja,0,1,0,1,,,,
179128,829,1,7,5,SA Yadav,SS Tiwary,RA Jadeja,0,1,0,1,,,,
179129,829,1,7,6,SS Tiwary,SA Yadav,RA Jadeja,0,1,0,1,,,,
179130,829,1,8,1,SS Tiwary,SA Yadav,SM Curran,0,1,0,1,,,,
179131,829,1,8,2,SA Yadav,SS Tiwary,SM Curran,0,1,0,1,,,,
179132,829,1,8,3,SS Tiwary,SA Yadav,SM Curran,0,0,0,0,,,,
179133,829,1,8,4,SS Tiwary,SA Yadav,SM Curran,0,1,0,1,,,,
179134,829,1,8,5,SA Yadav,SS Tiwary,SM Curran,0,4,0,4,,,,
179135,829,1,8,6,SA Yadav,SS Tiwary,SM Curran,0,1,0,1,,,,
179136,829,1,9,1,SA Yadav,SS Tiwary,RA Jadeja,0,1,0,1,,,,
179137,829,1,9,2,SS Tiwary,SA Yadav,RA Jadeja,0,6,0,6,,,,
179138,829,1,9,3,SS Tiwary,SA Yadav,RA Jadeja,0,2,0,2,,,,
179139,829,1,9,4,SS Tiwary,SA Yadav,RA Jadeja,0,4,0,4,,,,
179140,829,1,9,5,SS Tiwary,SA Yadav,RA Jadeja,0,1,0,1,,,,
179141,829,1,9,6,SA Yadav,SS Tiwary,RA Jadeja,0,1,0,1,,,,
179142,829,1,10,1,SA Yadav,SS Tiwary,PP Chawla,0,0,1,1,wides,,,
179143,829,1,10,2,SA Yadav,SS Tiwary,PP Chawla,0,0,0,0,,,,
179144,829,1,10,3,SA Yadav,SS Tiwary,PP Chawla,0,1,0,1,,,,
179145,829,1,10,4,SS Tiwary,SA Yadav,PP Chawla,0,0,0,0,,,,
179146,829,1,10,5,SS Tiwary,SA Yadav,PP Chawla,0,0,0,0,,,,
179147,829,1,10,6,SS Tiwary,SA Yadav,PP Chawla,0,1,0,1,,,,
179148,829,1,10,7,SA Yadav,SS Tiwary,PP Chawla,0,0,0,0,,,,
179149,829,1,11,1,SS Tiwary,SA Yadav,DL Chahar,0,1,0,1,,,,
179150,829,1,11,2,SA Yadav,SS Tiwary,DL Chahar,0,0,0,0,,,,
179151,829,1,11,3,SA Yadav,SS Tiwary,DL Chahar,0,1,0,1,,,,
179152,829,1,11,4,SS Tiwary,SA Yadav,DL Chahar,0,2,0,2,,,,
179153,829,1,11,5,SS Tiwary,SA Yadav,DL Chahar,0,1,0,1,,,,
179154,829,1,11,6,SA Yadav,SS Tiwary,DL Chahar,0,0,1,1,wides,,,
179155,829,1,11,7,SA Yadav,SS Tiwary,DL Chahar,0,0,0,0,,SA Yadav,caught,SM Curran
179156,829,1,12,1,SS Tiwary,HH Pandya,RA Jadeja,0,1,0,1,,,,
179157,829,1,12,2,HH Pandya,SS Tiwary,RA Jadeja,0,0,0,0,,,,
179158,829,1,12,3,HH Pandya,SS Tiwary,RA Jadeja,0,0,0,0,,,,
179159,829,1,12,4,HH Pandya,SS Tiwary,RA Jadeja,0,0,0,0,,,,
179160,829,1,12,5,HH Pandya,SS Tiwary,RA Jadeja,0,6,0,6,,,,
179161,829,1,12,6,HH Pandya,SS Tiwary,RA Jadeja,0,6,0,6,,,,
179162,829,1,13,1,SS Tiwary,HH Pandya,L Ngidi,0,0,0,0,,,,
179163,829,1,13,2,SS Tiwary,HH Pandya,L Ngidi,0,2,0,2,,,,
179164,829,1,13,3,SS Tiwary,HH Pandya,L Ngidi,0,4,0,4,,,,
179165,829,1,13,4,SS Tiwary,HH Pandya,L Ngidi,0,4,0,4,,,,
179166,829,1,13,5,SS Tiwary,HH Pandya,L Ngidi,0,1,0,1,,,,
179167,829,1,13,6,HH Pandya,SS Tiwary,L Ngidi,0,0,0,0,,,,
179168,829,1,14,1,SS Tiwary,HH Pandya,PP Chawla,0,1,0,1,,,,
179169,829,1,14,2,HH Pandya,SS Tiwary,PP Chawla,0,1,0,1,,,,
179170,829,1,14,3,SS Tiwary,HH Pandya,PP Chawla,0,2,0,2,,,,
179171,829,1,14,4,SS Tiwary,HH Pandya,PP Chawla,0,0,0,0,,,,
179172,829,1,14,5,SS Tiwary,HH Pandya,PP Chawla,0,1,0,1,,,,
179173,829,1,14,6,HH Pandya,SS Tiwary,PP Chawla,0,0,0,0,,,,
179174,829,1,15,1,SS Tiwary,HH Pandya,RA Jadeja,0,0,0,0,,SS Tiwary,caught,F du Plessis
179175,829,1,15,2,KA Pollard,HH Pandya,RA Jadeja,0,1,0,1,,,,
179176,829,1,15,3,HH Pandya,KA Pollard,RA Jadeja,0,1,0,1,,,,
179177,829,1,15,4,KA Pollard,HH Pandya,RA Jadeja,0,1,0,1,,,,
179178,829,1,15,5,HH Pandya,KA Pollard,RA Jadeja,0,0,0,0,,HH Pandya,caught,F du Plessis
179179,829,1,15,6,KH Pandya,KA Pollard,RA Jadeja,0,2,0,2,,,,
179180,829,1,16,1,KA Pollard,KH Pandya,PP Chawla,0,0,0,0,,,,
179181,829,1,16,2,KA Pollard,KH Pandya,PP Chawla,0,6,0,6,,,,
179182,829,1,16,3,KA Pollard,KH Pandya,PP Chawla,0,1,0,1,,,,
179183,829,1,16,4,KH Pandya,KA Pollard,PP Chawla,0,1,0,1,,,,
179184,829,1,16,5,KA Pollard,KH Pandya,PP Chawla,0,0,0,0,,,,
179185,829,1,16,6,KA Pollard,KH Pandya,PP Chawla,0,2,0,2,,,,
179186,829,1,17,1,KH Pandya,KA Pollard,L Ngidi,0,0,0,0,,KH Pandya,caught,MS Dhoni
179187,829,1,17,2,JL Pattinson,KA Pollard,L Ngidi,0,1,0,1,,,,
179188,829,1,17,3,KA Pollard,JL Pattinson,L Ngidi,0,1,0,1,,,,
179189,829,1,17,4,JL Pattinson,KA Pollard,L Ngidi,0,1,0,1,,,,
179190,829,1,17,5,KA Pollard,JL Pattinson,L Ngidi,0,1,0,1,,,,
179191,829,1,17,6,JL Pattinson,KA Pollard,L Ngidi,0,0,0,0,,,,
179192,829,1,18,1,KA Pollard,JL Pattinson,SM Curran,0,1,0,1,,,,
179193,829,1,18,2,JL Pattinson,KA Pollard,SM Curran,0,4,0,4,,,,
179194,829,1,18,3,JL Pattinson,KA Pollard,SM Curran,0,1,0,1,,,,
179195,829,1,18,4,KA Pollard,JL Pattinson,SM Curran,0,4,0,4,,,,
179196,829,1,18,5,KA Pollard,JL Pattinson,SM Curran,0,0,0,0,,,,
179197,829,1,18,6,KA Pollard,JL Pattinson,SM Curran,0,0,1,1,legbyes,,,
179198,829,1,19,1,KA Pollard,JL Pattinson,L Ngidi,0,0,0,0,,KA Pollard,caught,MS Dhoni
179199,829,1,19,2,RD Chahar,JL Pattinson,L Ngidi,0,1,0,1,,,,
179200,829,1,19,3,JL Pattinson,RD Chahar,L Ngidi,0,4,0,4,,,,
179201,829,1,19,4,JL Pattinson,RD Chahar,L Ngidi,0,0,0,0,,,,
179202,829,1,19,5,JL Pattinson,RD Chahar,L Ngidi,0,0,0,0,,JL Pattinson,caught,F du Plessis
179203,829,1,19,6,RD Chahar,TA Boult,L Ngidi,0,0,0,0,,,,
179204,829,1,20,1,TA Boult,RD Chahar,DL Chahar,0,0,0,0,,TA Boult,bowled,
179205,829,1,20,2,JJ Bumrah,RD Chahar,DL Chahar,0,1,0,1,,,,
179206,829,1,20,3,RD Chahar,JJ Bumrah,DL Chahar,0,0,0,0,,,,
179207,829,1,20,4,RD Chahar,JJ Bumrah,DL Chahar,0,1,0,1,,,,
179208,829,1,20,5,JJ Bumrah,RD Chahar,DL Chahar,0,2,0,2,,,,
179209,829,1,20,6,JJ Bumrah,RD Chahar,DL Chahar,0,2,0,2,,,,
179210,829,2,1,1,M Vijay,SR Watson,TA Boult,0,1,0,1,,,,
179211,829,2,1,2,SR Watson,M Vijay,TA Boult,0,0,0,0,,,,
179212,829,2,1,3,SR Watson,M Vijay,TA Boult,0,0,0,0,,,,
179213,829,2,1,4,SR Watson,M Vijay,TA Boult,0,0,0,0,,,,
179214,829,2,1,5,SR Watson,M Vijay,TA Boult,0,4,0,4,,,,
179215,829,2,1,6,SR Watson,M Vijay,TA Boult,0,0,0,0,,SR Watson,lbw,
179216,829,2,2,1,M Vijay,F du Plessis,JL Pattinson,0,0,0,0,,,,
179217,829,2,2,2,M Vijay,F du Plessis,JL Pattinson,0,0,1,1,wides,,,
179218,829,2,2,3,M Vijay,F du Plessis,JL Pattinson,0,0,0,0,,,,
179219,829,2,2,4,M Vijay,F du Plessis,JL Pattinson,0,0,0,0,,,,
179220,829,2,2,5,M Vijay,F du Plessis,JL Pattinson,0,0,0,0,,,,
179221,829,2,2,6,M Vijay,F du Plessis,JL Pattinson,0,0,0,0,,,,
179222,829,2,2,7,M Vijay,F du Plessis,JL Pattinson,0,0,0,0,,M Vijay,lbw,
179223,829,2,3,1,F du Plessis,AT Rayudu,TA Boult,0,0,0,0,,,,
179224,829,2,3,2,F du Plessis,AT Rayudu,TA Boult,0,1,0,1,,,,
179225,829,2,3,3,AT Rayudu,F du Plessis,TA Boult,0,0,0,0,,,,
179226,829,2,3,4,AT Rayudu,F du Plessis,TA Boult,0,1,0,1,,,,
179227,829,2,3,5,F du Plessis,AT Rayudu,TA Boult,0,0,0,0,,,,
179228,829,2,3,6,F du Plessis,AT Rayudu,TA Boult,0,4,0,4,,,,
179229,829,2,4,1,AT Rayudu,F du Plessis,JL Pattinson,0,4,0,4,,,,
179230,829,2,4,2,AT Rayudu,F du Plessis,JL Pattinson,0,0,0,0,,,,
179231,829,2,4,3,AT Rayudu,F du Plessis,JL Pattinson,0,0,0,0,,,,
179232,829,2,4,4,AT Rayudu,F du Plessis,JL Pattinson,0,1,0,1,,,,
179233,829,2,4,5,F du Plessis,AT Rayudu,JL Pattinson,0,0,0,0,,,,
179234,829,2,4,6,F du Plessis,AT Rayudu,JL Pattinson,0,2,0,2,,,,
179235,829,2,5,1,AT Rayudu,F du Plessis,TA Boult,0,4,0,4,,,,
179236,829,2,5,2,AT Rayudu,F du Plessis,TA Boult,0,0,0,0,,,,
179237,829,2,5,3,AT Rayudu,F du Plessis,TA Boult,0,0,0,0,,,,
179238,829,2,5,4,AT Rayudu,F du Plessis,TA Boult,0,0,0,0,,,,
179239,829,2,5,5,AT Rayudu,F du Plessis,TA Boult,0,0,0,0,,,,
179240,829,2,5,6,AT Rayudu,F du Plessis,TA Boult,0,0,0,0,,,,
179241,829,2,6,1,F du Plessis,AT Rayudu,JJ Bumrah,0,0,0,0,,,,
179242,829,2,6,2,F du Plessis,AT Rayudu,JJ Bumrah,0,0,0,0,,,,
179243,829,2,6,3,F du Plessis,AT Rayudu,JJ Bumrah,0,0,0,0,,,,
179244,829,2,6,4,F du Plessis,AT Rayudu,JJ Bumrah,0,0,0,0,,,,
179245,829,2,6,5,F du Plessis,AT Rayudu,JJ Bumrah,0,3,0,3,,,,
179246,829,2,6,6,AT Rayudu,F du Plessis,JJ Bumrah,1,4,1,5,noballs,,,
179247,829,2,6,7,AT Rayudu,F du Plessis,JJ Bumrah,0,6,0,6,,,,
179248,829,2,7,1,F du Plessis,AT Rayudu,KH Pandya,0,1,0,1,,,,
179249,829,2,7,2,AT Rayudu,F du Plessis,KH Pandya,0,1,0,1,,,,
179250,829,2,7,3,F du Plessis,AT Rayudu,KH Pandya,0,1,0,1,,,,
179251,829,2,7,4,AT Rayudu,F du Plessis,KH Pandya,0,0,0,0,,,,
179252,829,2,7,5,AT Rayudu,F du Plessis,KH Pandya,0,2,0,2,,,,
179253,829,2,7,6,AT Rayudu,F du Plessis,KH Pandya,0,1,0,1,,,,
179254,829,2,8,1,AT Rayudu,F du Plessis,RD Chahar,0,1,0,1,,,,
179255,829,2,8,2,F du Plessis,AT Rayudu,RD Chahar,0,1,0,1,,,,
179256,829,2,8,3,AT Rayudu,F du Plessis,RD Chahar,0,1,0,1,,,,
179257,829,2,8,4,F du Plessis,AT Rayudu,RD Chahar,0,0,0,0,,,,
179258,829,2,8,5,F du Plessis,AT Rayudu,RD Chahar,0,4,0,4,,,,
179259,829,2,8,6,F du Plessis,AT Rayudu,RD Chahar,0,1,0,1,,,,
179260,829,2,9,1,F du Plessis,AT Rayudu,KH Pandya,0,1,0,1,,,,
179261,829,2,9,2,AT Rayudu,F du Plessis,KH Pandya,0,1,0,1,,,,
179262,829,2,9,3,F du Plessis,AT Rayudu,KH Pandya,0,0,1,1,wides,,,
179263,829,2,9,4,F du Plessis,AT Rayudu,KH Pandya,0,1,0,1,,,,
179264,829,2,9,5,AT Rayudu,F du Plessis,KH Pandya,0,1,0,1,,,,
179265,829,2,9,6,F du Plessis,AT Rayudu,KH Pandya,0,1,0,1,,,,
179266,829,2,9,7,AT Rayudu,F du Plessis,KH Pandya,0,1,0,1,,,,
179267,829,2,10,1,AT Rayudu,F du Plessis,RD Chahar,0,1,0,1,,,,
179268,829,2,10,2,F du Plessis,AT Rayudu,RD Chahar,0,1,0,1,,,,
179269,829,2,10,3,AT Rayudu,F du Plessis,RD Chahar,0,4,0,4,,,,
179270,829,2,10,4,AT Rayudu,F du Plessis,RD Chahar,0,4,0,4,,,,
179271,829,2,10,5,AT Rayudu,F du Plessis,RD Chahar,0,1,0,1,,,,
179272,829,2,10,6,F du Plessis,AT Rayudu,RD Chahar,0,1,0,1,,,,
179273,829,2,11,1,F du Plessis,AT Rayudu,KH Pandya,0,1,0,1,,,,
179274,829,2,11,2,AT Rayudu,F du Plessis,KH Pandya,0,6,0,6,,,,
179275,829,2,11,3,AT Rayudu,F du Plessis,KH Pandya,0,1,0,1,,,,
179276,829,2,11,4,F du Plessis,AT Rayudu,KH Pandya,0,1,0,1,,,,
179277,829,2,11,5,AT Rayudu,F du Plessis,KH Pandya,0,1,0,1,,,,
179278,829,2,11,6,F du Plessis,AT Rayudu,KH Pandya,0,1,0,1,,,,
179279,829,2,12,1,F du Plessis,AT Rayudu,JJ Bumrah,0,1,0,1,,,,
179280,829,2,12,2,AT Rayudu,F du Plessis,JJ Bumrah,0,1,0,1,,,,
179281,829,2,12,3,F du Plessis,AT Rayudu,JJ Bumrah,0,1,0,1,,,,
179282,829,2,12,4,AT Rayudu,F du Plessis,JJ Bumrah,0,0,0,0,,,,
179283,829,2,12,5,AT Rayudu,F du Plessis,JJ Bumrah,0,4,0,4,,,,
179284,829,2,12,6,AT Rayudu,F du Plessis,JJ Bumrah,0,0,0,0,,,,
179285,829,2,13,1,F du Plessis,AT Rayudu,RD Chahar,0,1,0,1,,,,
179286,829,2,13,2,AT Rayudu,F du Plessis,RD Chahar,0,6,0,6,,,,
179287,829,2,13,3,AT Rayudu,F du Plessis,RD Chahar,0,1,0,1,,,,
179288,829,2,13,4,F du Plessis,AT Rayudu,RD Chahar,0,1,0,1,,,,
179289,829,2,13,5,AT Rayudu,F du Plessis,RD Chahar,0,1,0,1,,,,
179290,829,2,13,6,F du Plessis,AT Rayudu,RD Chahar,0,1,0,1,,,,
179291,829,2,14,1,F du Plessis,AT Rayudu,JL Pattinson,0,1,0,1,,,,
179292,829,2,14,2,AT Rayudu,F du Plessis,JL Pattinson,0,0,0,0,,,,
179293,829,2,14,3,AT Rayudu,F du Plessis,JL Pattinson,0,2,0,2,,,,
179294,829,2,14,4,AT Rayudu,F du Plessis,JL Pattinson,0,1,0,1,,,,
179295,829,2,14,5,F du Plessis,AT Rayudu,JL Pattinson,0,1,0,1,,,,
179296,829,2,14,6,AT Rayudu,F du Plessis,JL Pattinson,0,1,0,1,,,,
179297,829,2,15,1,AT Rayudu,F du Plessis,JJ Bumrah,0,0,0,0,,,,
179298,829,2,15,2,AT Rayudu,F du Plessis,JJ Bumrah,0,1,0,1,,,,
179299,829,2,15,3,F du Plessis,AT Rayudu,JJ Bumrah,0,4,0,4,,,,
179300,829,2,15,4,F du Plessis,AT Rayudu,JJ Bumrah,0,1,0,1,,,,
179301,829,2,15,5,AT Rayudu,F du Plessis,JJ Bumrah,0,2,0,2,,,,
179302,829,2,15,6,AT Rayudu,F du Plessis,JJ Bumrah,0,0,1,1,wides,,,
179303,829,2,15,7,AT Rayudu,F du Plessis,JJ Bumrah,0,2,0,2,,,,
179304,829,2,16,1,F du Plessis,AT Rayudu,RD Chahar,0,1,0,1,,,,
179305,829,2,16,2,AT Rayudu,F du Plessis,RD Chahar,0,1,0,1,,,,
179306,829,2,16,3,F du Plessis,AT Rayudu,RD Chahar,0,1,0,1,,,,
179307,829,2,16,4,AT Rayudu,F du Plessis,RD Chahar,0,1,0,1,,,,
179308,829,2,16,5,F du Plessis,AT Rayudu,RD Chahar,0,1,0,1,,,,
179309,829,2,16,6,AT Rayudu,F du Plessis,RD Chahar,0,0,0,0,,AT Rayudu,caught and bowled,
179310,829,2,17,1,RA Jadeja,F du Plessis,JL Pattinson,0,4,0,4,,,,
179311,829,2,17,2,RA Jadeja,F du Plessis,JL Pattinson,0,1,0,1,,,,
179312,829,2,17,3,F du Plessis,RA Jadeja,JL Pattinson,0,2,0,2,,,,
179313,829,2,17,4,F du Plessis,RA Jadeja,JL Pattinson,0,1,0,1,,,,
179314,829,2,17,5,RA Jadeja,F du Plessis,JL Pattinson,0,4,0,4,,,,
179315,829,2,17,6,RA Jadeja,F du Plessis,JL Pattinson,0,1,0,1,,,,
179316,829,2,18,1,RA Jadeja,F du Plessis,KH Pandya,0,0,0,0,,RA Jadeja,lbw,
179317,829,2,18,2,SM Curran,F du Plessis,KH Pandya,0,1,0,1,,,,
179318,829,2,18,3,F du Plessis,SM Curran,KH Pandya,0,1,0,1,,,,
179319,829,2,18,4,SM Curran,F du Plessis,KH Pandya,0,6,0,6,,,,
179320,829,2,18,5,SM Curran,F du Plessis,KH Pandya,0,4,0,4,,,,
179321,829,2,18,6,SM Curran,F du Plessis,KH Pandya,0,1,0,1,,,,
179322,829,2,19,1,SM Curran,F du Plessis,JJ Bumrah,0,6,0,6,,,,
179323,829,2,19,2,SM Curran,F du Plessis,JJ Bumrah,0,0,0,0,,SM Curran,caught,JL Pattinson
179324,829,2,19,3,F du Plessis,MS Dhoni,JJ Bumrah,0,4,0,4,,,,
179325,829,2,19,4,F du Plessis,MS Dhoni,JJ Bumrah,0,1,0,1,,,,
179326,829,2,19,5,MS Dhoni,F du Plessis,JJ Bumrah,0,0,0,0,,,,
179327,829,2,19,6,MS Dhoni,F du Plessis,JJ Bumrah,0,0,0,0,,,,
179328,829,2,20,1,F du Plessis,MS Dhoni,TA Boult,0,4,0,4,,,,
179329,829,2,20,2,F du Plessis,MS Dhoni,TA Boult,0,4,0,4,,,,
179330,830,1,1,1,PP Shaw,S Dhawan,SS Cottrell,0,0,0,0,,,,
179331,830,1,1,2,PP Shaw,S Dhawan,SS Cottrell,0,0,0,0,,,,
179332,830,1,1,3,PP Shaw,S Dhawan,SS Cottrell,0,0,0,0,,,,
179333,830,1,1,4,PP Shaw,S Dhawan,SS Cottrell,0,4,0,4,,,,
179334,830,1,1,5,PP Shaw,S Dhawan,SS Cottrell,0,1,0,1,,,,
179335,830,1,1,6,S Dhawan,PP Shaw,SS Cottrell,0,0,0,0,,,,
179336,830,1,2,1,PP Shaw,S Dhawan,Mohammed Shami,0,0,0,0,,,,
179337,830,1,2,2,PP Shaw,S Dhawan,Mohammed Shami,0,0,0,0,,,,
179338,830,1,2,3,PP Shaw,S Dhawan,Mohammed Shami,0,0,1,1,byes,,,
179339,830,1,2,4,S Dhawan,PP Shaw,Mohammed Shami,0,0,0,0,,S Dhawan,run out,
179340,830,1,2,5,SO Hetmyer,PP Shaw,Mohammed Shami,0,0,0,0,,,,
179341,830,1,2,6,SO Hetmyer,PP Shaw,Mohammed Shami,0,1,0,1,,,,
179342,830,1,3,1,SO Hetmyer,PP Shaw,SS Cottrell,0,0,0,0,,,,
179343,830,1,3,2,SO Hetmyer,PP Shaw,SS Cottrell,0,0,0,0,,,,
179344,830,1,3,3,SO Hetmyer,PP Shaw,SS Cottrell,0,0,0,0,,,,
179345,830,1,3,4,SO Hetmyer,PP Shaw,SS Cottrell,0,0,0,0,,,,
179346,830,1,3,5,SO Hetmyer,PP Shaw,SS Cottrell,0,0,0,0,,,,
179347,830,1,3,6,SO Hetmyer,PP Shaw,SS Cottrell,0,1,0,1,,,,
179348,830,1,4,1,SO Hetmyer,PP Shaw,Mohammed Shami,0,0,0,0,,,,
179349,830,1,4,2,SO Hetmyer,PP Shaw,Mohammed Shami,0,1,0,1,,,,
179350,830,1,4,3,PP Shaw,SO Hetmyer,Mohammed Shami,0,0,0,0,,PP Shaw,caught,CJ Jordan
179351,830,1,4,4,SO Hetmyer,SS Iyer,Mohammed Shami,0,4,0,4,,,,
179352,830,1,4,5,SO Hetmyer,SS Iyer,Mohammed Shami,0,0,0,0,,,,
179353,830,1,4,6,SO Hetmyer,SS Iyer,Mohammed Shami,0,0,0,0,,SO Hetmyer,caught,MA Agarwal
179354,830,1,5,1,SS Iyer,RR Pant,CJ Jordan,0,0,0,0,,,,
179355,830,1,5,2,SS Iyer,RR Pant,CJ Jordan,0,0,0,0,,,,
179356,830,1,5,3,SS Iyer,RR Pant,CJ Jordan,0,3,0,3,,,,
179357,830,1,5,4,RR Pant,SS Iyer,CJ Jordan,0,0,1,1,wides,,,
179358,830,1,5,5,RR Pant,SS Iyer,CJ Jordan,0,4,0,4,,,,
179359,830,1,5,6,RR Pant,SS Iyer,CJ Jordan,0,0,0,0,,,,
179360,830,1,5,7,RR Pant,SS Iyer,CJ Jordan,0,0,0,0,,,,
179361,830,1,6,1,SS Iyer,RR Pant,Mohammed Shami,0,0,0,0,,,,
179362,830,1,6,2,SS Iyer,RR Pant,Mohammed Shami,0,1,0,1,,,,
179363,830,1,6,3,RR Pant,SS Iyer,Mohammed Shami,0,0,0,0,,,,
179364,830,1,6,4,RR Pant,SS Iyer,Mohammed Shami,0,1,0,1,,,,
179365,830,1,6,5,SS Iyer,RR Pant,Mohammed Shami,0,0,0,0,,,,
179366,830,1,6,6,SS Iyer,RR Pant,Mohammed Shami,0,0,0,0,,,,
179367,830,1,7,1,RR Pant,SS Iyer,K Gowtham,0,1,0,1,,,,
179368,830,1,7,2,SS Iyer,RR Pant,K Gowtham,0,0,0,0,,,,
179369,830,1,7,3,SS Iyer,RR Pant,K Gowtham,0,0,0,0,,,,
179370,830,1,7,4,SS Iyer,RR Pant,K Gowtham,0,1,0,1,,,,
179371,830,1,7,5,RR Pant,SS Iyer,K Gowtham,0,1,0,1,,,,
179372,830,1,7,6,SS Iyer,RR Pant,K Gowtham,0,1,0,1,,,,
179373,830,1,8,1,SS Iyer,RR Pant,CJ Jordan,0,1,0,1,,,,
179374,830,1,8,2,RR Pant,SS Iyer,CJ Jordan,0,0,1,1,wides,,,
179375,830,1,8,3,RR Pant,SS Iyer,CJ Jordan,0,0,0,0,,,,
179376,830,1,8,4,RR Pant,SS Iyer,CJ Jordan,0,1,0,1,,,,
179377,830,1,8,5,SS Iyer,RR Pant,CJ Jordan,0,0,0,0,,,,
179378,830,1,8,6,SS Iyer,RR Pant,CJ Jordan,0,1,0,1,,,,
179379,830,1,8,7,RR Pant,SS Iyer,CJ Jordan,0,1,0,1,,,,
179380,830,1,9,1,RR Pant,SS Iyer,K Gowtham,0,4,0,4,,,,
179381,830,1,9,2,RR Pant,SS Iyer,K Gowtham,0,1,0,1,,,,
179382,830,1,9,3,SS Iyer,RR Pant,K Gowtham,0,0,0,0,,,,
179383,830,1,9,4,SS Iyer,RR Pant,K Gowtham,0,6,0,6,,,,
179384,830,1,9,5,SS Iyer,RR Pant,K Gowtham,0,1,0,1,,,,
179385,830,1,9,6,RR Pant,SS Iyer,K Gowtham,0,1,0,1,,,,
179386,830,1,10,1,RR Pant,SS Iyer,Ravi Bishnoi,0,0,1,1,wides,,,
179387,830,1,10,2,RR Pant,SS Iyer,Ravi Bishnoi,0,0,0,0,,,,
179388,830,1,10,3,RR Pant,SS Iyer,Ravi Bishnoi,0,0,0,0,,,,
179389,830,1,10,4,RR Pant,SS Iyer,Ravi Bishnoi,0,1,0,1,,,,
