ball_id,match_id,inning,over,ball,batsman,non_striker,bowler,noball_runs,batsman_runs,extra_runs,total_runs,extras_type,player_dismissed,dismissal_kind,fielder
186952,875,2,4,5,SO Hetmyer,AM Rahane,JO Holder,0,1,0,1,,,,
186953,875,2,4,6,AM Rahane,SO Hetmyer,JO Holder,0,4,0,4,,,,
186954,875,2,5,1,SO Hetmyer,AM Rahane,Sandeep Sharma,0,1,0,1,,,,
186955,875,2,5,2,AM Rahane,SO Hetmyer,Sandeep Sharma,0,4,0,4,,,,
186956,875,2,5,3,AM Rahane,SO Hetmyer,Sandeep Sharma,0,0,0,0,,,,
186957,875,2,5,4,AM Rahane,SO Hetmyer,Sandeep Sharma,0,1,0,1,,,,
186958,875,2,5,5,SO Hetmyer,AM Rahane,Sandeep Sharma,0,4,0,4,,,,
186959,875,2,5,6,SO Hetmyer,AM Rahane,Sandeep Sharma,0,0,0,0,,,,
186960,875,2,6,1,AM Rahane,SO Hetmyer,JO Holder,0,1,0,1,,,,
186961,875,2,6,2,SO Hetmyer,AM Rahane,JO Holder,0,4,0,4,,,,
186962,875,2,6,3,SO Hetmyer,AM Rahane,JO Holder,0,4,0,4,,,,
186963,875,2,6,4,SO Hetmyer,AM Rahane,JO Holder,0,1,0,1,,,,
186964,875,2,6,5,AM Rahane,SO Hetmyer,JO Holder,0,6,0,6,,,,
186965,875,2,6,6,AM Rahane,SO Hetmyer,JO Holder,0,0,4,4,legbyes,,,
186966,875,2,7,1,SO Hetmyer,AM Rahane,Rashid Khan,0,0,0,0,,SO Hetmyer,bowled,
186967,875,2,7,2,RR Pant,AM Rahane,Rashid Khan,0,0,0,0,,,,
186968,875,2,7,3,RR Pant,AM Rahane,Rashid Khan,0,1,0,1,,,,
186969,875,2,7,4,AM Rahane,RR Pant,Rashid Khan,0,0,0,0,,,,
186970,875,2,7,5,AM Rahane,RR Pant,Rashid Khan,0,0,0,0,,AM Rahane,lbw,
186971,875,2,7,6,SS Iyer,RR Pant,Rashid Khan,0,0,0,0,,,,
186972,875,2,8,1,RR Pant,SS Iyer,T Natarajan,0,0,0,0,,,,
186973,875,2,8,2,RR Pant,SS Iyer,T Natarajan,0,1,0,1,,,,
186974,875,2,8,3,SS Iyer,RR Pant,T Natarajan,0,1,0,1,,,,
186975,875,2,8,4,RR Pant,SS Iyer,T Natarajan,0,6,0,6,,,,
186976,875,2,8,5,RR Pant,SS Iyer,T Natarajan,0,0,0,0,,,,
186977,875,2,8,6,RR Pant,SS Iyer,T Natarajan,0,1,0,1,,,,
186978,875,2,9,1,RR Pant,SS Iyer,Rashid Khan,0,0,0,0,,,,
186979,875,2,9,2,RR Pant,SS Iyer,Rashid Khan,0,0,0,0,,,,
186980,875,2,9,3,RR Pant,SS Iyer,Rashid Khan,0,0,0,0,,,,
186981,875,2,9,4,RR Pant,SS Iyer,Rashid Khan,0,1,0,1,,,,
186982,875,2,9,5,SS Iyer,RR Pant,Rashid Khan,0,1,0,1,,,,
186983,875,2,9,6,RR Pant,SS Iyer,Rashid Khan,0,0,0,0,,,,
186984,875,2,10,1,SS Iyer,RR Pant,V Shankar,0,0,0,0,,,,
186985,875,2,10,2,SS Iyer,RR Pant,V Shankar,0,1,0,1,,,,
186986,875,2,10,3,RR Pant,SS Iyer,V Shankar,0,0,0,0,,,,
186987,875,2,10,4,RR Pant,SS Iyer,V Shankar,0,1,0,1,,,,
186988,875,2,10,5,SS Iyer,RR Pant,V Shankar,0,1,0,1,,,,
186989,875,2,10,6,RR Pant,SS Iyer,V Shankar,0,4,0,4,,,,
186990,875,2,11,1,SS Iyer,RR Pant,Rashid Khan,0,0,0,0,,,,
186991,875,2,11,2,SS Iyer,RR Pant,Rashid Khan,0,1,0,1,,,,
186992,875,2,11,3,RR Pant,SS Iyer,Rashid Khan,0,0,0,0,,,,
186993,875,2,11,4,RR Pant,SS Iyer,Rashid Khan,0,1,0,1,,,,
186994,875,2,11,5,SS Iyer,RR Pant,Rashid Khan,0,0,0,0,,,,
186995,875,2,11,6,SS Iyer,RR Pant,Rashid Khan,0,1,0,1,,,,
186996,875,2,12,1,SS Iyer,RR Pant,V Shankar,0,1,0,1,,,,
186997,875,2,12,2,RR Pant,SS Iyer,V Shankar,0,1,0,1,,,,
186998,875,2,12,3,SS Iyer,RR Pant,V Shankar,0,0,0,0,,SS Iyer,caught,KS Williamson
186999,875,2,12,4,RR Pant,AR Patel,V Shankar,0,1,0,1,,,,
187000,875,2,12,5,AR Patel,RR Pant,V Shankar,0,1,0,1,,,,
187001,875,2,12,6,RR Pant,AR Patel,DA Warner,0,0,1,1,wides,,,
187002,875,2,12,7,RR Pant,AR Patel,DA Warner,0,1,0,1,,,,
187003,875,2,13,1,RR Pant,AR Patel,Rashid Khan,0,0,0,0,,,,
187004,875,2,13,2,RR Pant,AR Patel,Rashid Khan,0,1,0,1,,,,
187005,875,2,13,3,AR Patel,RR Pant,Rashid Khan,0,0,0,0,,,,
187006,875,2,13,4,AR Patel,RR Pant,Rashid Khan,0,0,0,0,,,,
187007,875,2,13,5,AR Patel,RR Pant,Rashid Khan,0,0,0,0,,AR Patel,caught,PK Garg (sub)
187008,875,2,13,6,K Rabada,RR Pant,Rashid Khan,0,0,0,0,,,,
187009,875,2,14,1,RR Pant,K Rabada,T Natarajan,0,0,0,0,,,,
187010,875,2,14,2,RR Pant,K Rabada,T Natarajan,0,1,0,1,,,,
187011,875,2,14,3,K Rabada,RR Pant,T Natarajan,0,0,0,0,,,,
187012,875,2,14,4,K Rabada,RR Pant,T Natarajan,0,1,0,1,,,,
187013,875,2,14,5,RR Pant,K Rabada,T Natarajan,0,2,0,2,,,,
187014,875,2,14,6,RR Pant,K Rabada,T Natarajan,0,0,0,0,,,,
187015,875,2,15,1,K Rabada,RR Pant,JO Holder,0,1,0,1,,,,
187016,875,2,15,2,RR Pant,K Rabada,JO Holder,0,0,0,0,,,,
187017,875,2,15,3,RR Pant,K Rabada,JO Holder,0,4,0,4,,,,
187018,875,2,15,4,RR Pant,K Rabada,JO Holder,0,1,0,1,,,,
187019,875,2,15,5,K Rabada,RR Pant,JO Holder,0,1,0,1,,,,
187020,875,2,15,6,RR Pant,K Rabada,JO Holder,0,0,1,1,wides,,,
187021,875,2,15,7,RR Pant,K Rabada,JO Holder,0,1,0,1,,,,
187022,875,2,16,1,RR Pant,K Rabada,T Natarajan,0,4,0,4,,,,
187023,875,2,16,2,RR Pant,K Rabada,T Natarajan,0,2,0,2,,,,
187024,875,2,16,3,RR Pant,K Rabada,T Natarajan,0,0,0,0,,,,
187025,875,2,16,4,RR Pant,K Rabada,T Natarajan,0,1,0,1,,,,
187026,875,2,16,5,K Rabada,RR Pant,T Natarajan,0,0,0,0,,,,
187027,875,2,16,6,K Rabada,RR Pant,T Natarajan,0,0,0,0,,K Rabada,bowled,
187028,875,2,17,1,RR Pant,R Ashwin,Sandeep Sharma,0,0,0,0,,RR Pant,caught,SP Goswami (sub)
187029,875,2,17,2,TU Deshpande,R Ashwin,Sandeep Sharma,0,1,0,1,,,,
187030,875,2,17,3,R Ashwin,TU Deshpande,Sandeep Sharma,0,0,0,0,,,,
187031,875,2,17,4,R Ashwin,TU Deshpande,Sandeep Sharma,0,4,0,4,,,,
187032,875,2,17,5,R Ashwin,TU Deshpande,Sandeep Sharma,0,1,0,1,,,,
187033,875,2,17,6,TU Deshpande,R Ashwin,Sandeep Sharma,0,1,0,1,,,,
187034,875,2,18,1,TU Deshpande,R Ashwin,JO Holder,0,4,0,4,,,,
187035,875,2,18,2,TU Deshpande,R Ashwin,JO Holder,0,2,0,2,,,,
187036,875,2,18,3,TU Deshpande,R Ashwin,JO Holder,0,6,0,6,,,,
187037,875,2,18,4,TU Deshpande,R Ashwin,JO Holder,0,1,0,1,,,,
187038,875,2,18,5,R Ashwin,TU Deshpande,JO Holder,0,2,0,2,,,,
187039,875,2,18,6,R Ashwin,TU Deshpande,JO Holder,0,0,0,0,,R Ashwin,caught,Abdul Samad
187040,875,2,19,1,A Nortje,TU Deshpande,T Natarajan,0,1,0,1,,,,
187041,875,2,19,2,TU Deshpande,A Nortje,T Natarajan,0,4,0,4,,,,
187042,875,2,19,3,TU Deshpande,A Nortje,T Natarajan,0,0,0,0,,,,
187043,875,2,19,4,TU Deshpande,A Nortje,T Natarajan,0,1,0,1,,,,
187044,875,2,19,5,A Nortje,TU Deshpande,T Natarajan,0,0,0,0,,,,
187045,875,2,19,6,A Nortje,TU Deshpande,T Natarajan,0,0,0,0,,A Nortje,caught,PK Garg (sub)
187046,853,1,1,1,D Padikkal,AJ Finch,DL Chahar,0,0,0,0,,,,
187047,853,1,1,2,D Padikkal,AJ Finch,DL Chahar,0,0,1,1,wides,,,
187048,853,1,1,3,D Padikkal,AJ Finch,DL Chahar,0,1,0,1,,,,
187049,853,1,1,4,AJ Finch,D Padikkal,DL Chahar,0,0,0,0,,,,
187050,853,1,1,5,AJ Finch,D Padikkal,DL Chahar,0,0,0,0,,,,
187051,853,1,1,6,AJ Finch,D Padikkal,DL Chahar,0,0,0,0,,,,
187052,853,1,1,7,AJ Finch,D Padikkal,DL Chahar,0,0,0,0,,,,
187053,853,1,2,1,D Padikkal,AJ Finch,SM Curran,0,0,0,0,,,,
187054,853,1,2,2,D Padikkal,AJ Finch,SM Curran,0,2,0,2,,,,
187055,853,1,2,3,D Padikkal,AJ Finch,SM Curran,0,1,0,1,,,,
187056,853,1,2,4,AJ Finch,D Padikkal,SM Curran,0,1,0,1,,,,
187057,853,1,2,5,D Padikkal,AJ Finch,SM Curran,0,0,0,0,,,,
187058,853,1,2,6,D Padikkal,AJ Finch,SM Curran,0,0,1,1,wides,,,
187059,853,1,2,7,D Padikkal,AJ Finch,SM Curran,0,4,0,4,,,,
187060,853,1,3,1,AJ Finch,D Padikkal,DL Chahar,0,1,0,1,,,,
187061,853,1,3,2,D Padikkal,AJ Finch,DL Chahar,0,1,0,1,,,,
187062,853,1,3,3,AJ Finch,D Padikkal,DL Chahar,0,0,0,0,,,,
187063,853,1,3,4,AJ Finch,D Padikkal,DL Chahar,0,0,0,0,,,,
187064,853,1,3,5,AJ Finch,D Padikkal,DL Chahar,0,0,0,0,,AJ Finch,bowled,
187065,853,1,3,6,V Kohli,D Padikkal,DL Chahar,0,2,0,2,,,,
187066,853,1,4,1,D Padikkal,V Kohli,SM Curran,0,0,1,1,wides,,,
187067,853,1,4,2,D Padikkal,V Kohli,SM Curran,0,1,0,1,,,,
187068,853,1,4,3,V Kohli,D Padikkal,SM Curran,0,1,0,1,,,,
187069,853,1,4,4,D Padikkal,V Kohli,SM Curran,0,0,0,0,,,,
187070,853,1,4,5,D Padikkal,V Kohli,SM Curran,0,0,0,0,,,,
187071,853,1,4,6,D Padikkal,V Kohli,SM Curran,0,1,0,1,,,,
187072,853,1,4,7,V Kohli,D Padikkal,SM Curran,0,0,1,1,wides,,,
187073,853,1,4,8,V Kohli,D Padikkal,SM Curran,0,1,0,1,,,,
187074,853,1,5,1,V Kohli,D Padikkal,DL Chahar,0,1,0,1,,,,
187075,853,1,5,2,D Padikkal,V Kohli,DL Chahar,0,1,0,1,,,,
187076,853,1,5,3,V Kohli,D Padikkal,DL Chahar,0,0,0,0,,,,
187077,853,1,5,4,V Kohli,D Padikkal,DL Chahar,0,0,0,0,,,,
187078,853,1,5,5,V Kohli,D Padikkal,DL Chahar,0,1,0,1,,,,
187079,853,1,5,6,D Padikkal,V Kohli,DL Chahar,0,1,0,1,,,,
187080,853,1,6,1,D Padikkal,V Kohli,SN Thakur,0,4,0,4,,,,
187081,853,1,6,2,D Padikkal,V Kohli,SN Thakur,0,0,0,0,,,,
187082,853,1,6,3,D Padikkal,V Kohli,SN Thakur,0,0,1,1,legbyes,,,
187083,853,1,6,4,V Kohli,D Padikkal,SN Thakur,0,4,0,4,,,,
187084,853,1,6,5,V Kohli,D Padikkal,SN Thakur,0,1,0,1,,,,
187085,853,1,6,6,D Padikkal,V Kohli,SN Thakur,0,0,1,1,wides,,,
187086,853,1,6,7,D Padikkal,V Kohli,SN Thakur,0,0,0,0,,,,
187087,853,1,7,1,V Kohli,D Padikkal,DJ Bravo,0,1,0,1,,,,
187088,853,1,7,2,D Padikkal,V Kohli,DJ Bravo,0,1,0,1,,,,
187089,853,1,7,3,V Kohli,D Padikkal,DJ Bravo,0,0,1,1,wides,,,
187090,853,1,7,4,V Kohli,D Padikkal,DJ Bravo,0,4,0,4,,,,
187091,853,1,7,5,V Kohli,D Padikkal,DJ Bravo,0,1,0,1,,,,
187092,853,1,7,6,D Padikkal,V Kohli,DJ Bravo,0,2,0,2,,,,
187093,853,1,7,7,D Padikkal,V Kohli,DJ Bravo,0,0,0,0,,,,
187094,853,1,8,1,V Kohli,D Padikkal,KV Sharma,0,1,0,1,,,,
187095,853,1,8,2,D Padikkal,V Kohli,KV Sharma,0,1,0,1,,,,
187096,853,1,8,3,V Kohli,D Padikkal,KV Sharma,0,1,0,1,,,,
187097,853,1,8,4,D Padikkal,V Kohli,KV Sharma,0,0,0,0,,,,
187098,853,1,8,5,D Padikkal,V Kohli,KV Sharma,0,0,0,0,,,,
187099,853,1,8,6,D Padikkal,V Kohli,KV Sharma,0,1,0,1,,,,
187100,853,1,9,1,D Padikkal,V Kohli,DJ Bravo,0,0,0,0,,,,
187101,853,1,9,2,D Padikkal,V Kohli,DJ Bravo,0,1,0,1,,,,
187102,853,1,9,3,V Kohli,D Padikkal,DJ Bravo,0,1,0,1,,,,
187103,853,1,9,4,D Padikkal,V Kohli,DJ Bravo,0,1,0,1,,,,
187104,853,1,9,5,V Kohli,D Padikkal,DJ Bravo,0,1,0,1,,,,
187105,853,1,9,6,D Padikkal,V Kohli,DJ Bravo,0,1,0,1,,,,
187106,853,1,10,1,D Padikkal,V Kohli,KV Sharma,0,1,0,1,,,,
187107,853,1,10,2,V Kohli,D Padikkal,KV Sharma,0,1,0,1,,,,
187108,853,1,10,3,D Padikkal,V Kohli,KV Sharma,0,0,0,0,,,,
187109,853,1,10,4,D Padikkal,V Kohli,KV Sharma,0,6,0,6,,,,
187110,853,1,10,5,D Padikkal,V Kohli,KV Sharma,0,1,0,1,,,,
187111,853,1,10,6,V Kohli,D Padikkal,KV Sharma,0,1,0,1,,,,
187112,853,1,11,1,V Kohli,D Padikkal,SN Thakur,0,1,0,1,,,,
187113,853,1,11,2,D Padikkal,V Kohli,SN Thakur,0,0,0,0,,D Padikkal,caught,F du Plessis
187114,853,1,11,3,V Kohli,AB de Villiers,SN Thakur,0,1,0,1,,,,
187115,853,1,11,4,AB de Villiers,V Kohli,SN Thakur,0,0,0,0,,,,
187116,853,1,11,5,AB de Villiers,V Kohli,SN Thakur,0,0,0,0,,AB de Villiers,caught,MS Dhoni
187117,853,1,11,6,Washington Sundar,V Kohli,SN Thakur,0,0,0,0,,,,
187118,853,1,12,1,V Kohli,Washington Sundar,RA Jadeja,0,1,0,1,,,,
187119,853,1,12,2,Washington Sundar,V Kohli,RA Jadeja,0,0,0,0,,,,
187120,853,1,12,3,Washington Sundar,V Kohli,RA Jadeja,0,0,0,0,,,,
187121,853,1,12,4,Washington Sundar,V Kohli,RA Jadeja,0,1,0,1,,,,
187122,853,1,12,5,V Kohli,Washington Sundar,RA Jadeja,0,0,0,0,,,,
187123,853,1,12,6,V Kohli,Washington Sundar,RA Jadeja,0,0,0,0,,,,
187124,853,1,13,1,Washington Sundar,V Kohli,KV Sharma,0,1,0,1,,,,
187125,853,1,13,2,V Kohli,Washington Sundar,KV Sharma,0,2,0,2,,,,
187126,853,1,13,3,V Kohli,Washington Sundar,KV Sharma,0,1,0,1,,,,
187127,853,1,13,4,Washington Sundar,V Kohli,KV Sharma,0,6,0,6,,,,
187128,853,1,13,5,Washington Sundar,V Kohli,KV Sharma,0,1,0,1,,,,
187129,853,1,13,6,V Kohli,Washington Sundar,KV Sharma,0,1,0,1,,,,
187130,853,1,14,1,V Kohli,Washington Sundar,RA Jadeja,0,0,0,0,,,,
187131,853,1,14,2,V Kohli,Washington Sundar,RA Jadeja,0,1,0,1,,,,
187132,853,1,14,3,Washington Sundar,V Kohli,RA Jadeja,0,0,0,0,,,,
187133,853,1,14,4,Washington Sundar,V Kohli,RA Jadeja,0,1,0,1,,,,
187134,853,1,14,5,V Kohli,Washington Sundar,RA Jadeja,0,2,0,2,,,,
187135,853,1,14,6,V Kohli,Washington Sundar,RA Jadeja,0,1,0,1,,,,
187136,853,1,15,1,V Kohli,Washington Sundar,SM Curran,0,6,0,6,,,,
187137,853,1,15,2,V Kohli,Washington Sundar,SM Curran,0,1,0,1,,,,
187138,853,1,15,3,Washington Sundar,V Kohli,SM Curran,0,0,0,0,,Washington Sundar,caught,MS Dhoni
187139,853,1,15,4,S Dube,V Kohli,SM Curran,0,1,0,1,,,,
187140,853,1,15,5,V Kohli,S Dube,SM Curran,0,1,0,1,,,,
187141,853,1,15,6,S Dube,V Kohli,SM Curran,0,0,0,0,,,,
187142,853,1,16,1,V Kohli,S Dube,KV Sharma,0,1,0,1,,,,
187143,853,1,16,2,S Dube,V Kohli,KV Sharma,0,0,0,0,,,,
187144,853,1,16,3,S Dube,V Kohli,KV Sharma,0,0,0,0,,,,
187145,853,1,16,4,S Dube,V Kohli,KV Sharma,0,0,1,1,wides,,,
187146,853,1,16,5,S Dube,V Kohli,KV Sharma,0,1,0,1,,,,
187147,853,1,16,6,V Kohli,S Dube,KV Sharma,0,1,0,1,,,,
187148,853,1,16,7,S Dube,V Kohli,KV Sharma,0,4,0,4,,,,
187149,853,1,17,1,V Kohli,S Dube,SN Thakur,0,2,0,2,,,,
187150,853,1,17,2,V Kohli,S Dube,SN Thakur,0,2,0,2,,,,
187151,853,1,17,3,V Kohli,S Dube,SN Thakur,0,1,0,1,,,,
187152,853,1,17,4,S Dube,V Kohli,SN Thakur,0,4,0,4,,,,
187153,853,1,17,5,S Dube,V Kohli,SN Thakur,0,1,0,1,,,,
187154,853,1,17,6,V Kohli,S Dube,SN Thakur,0,4,0,4,,,,
187155,853,1,18,1,S Dube,V Kohli,SM Curran,0,6,0,6,,,,
187156,853,1,18,2,S Dube,V Kohli,SM Curran,0,1,0,1,,,,
187157,853,1,18,3,V Kohli,S Dube,SM Curran,0,0,1,1,wides,,,
187158,853,1,18,4,V Kohli,S Dube,SM Curran,0,6,0,6,,,,
187159,853,1,18,5,V Kohli,S Dube,SM Curran,0,2,0,2,,,,
187160,853,1,18,6,V Kohli,S Dube,SM Curran,0,0,1,1,wides,,,
187161,853,1,18,7,V Kohli,S Dube,SM Curran,0,6,0,6,,,,
187162,853,1,18,8,V Kohli,S Dube,SM Curran,0,1,0,1,,,,
187163,853,1,19,1,V Kohli,S Dube,SN Thakur,0,6,0,6,,,,
187164,853,1,19,2,V Kohli,S Dube,SN Thakur,1,2,1,3,noballs,,,
187165,853,1,19,3,V Kohli,S Dube,SN Thakur,0,1,0,1,,,,
187166,853,1,19,4,S Dube,V Kohli,SN Thakur,0,2,0,2,,,,
187167,853,1,19,5,S Dube,V Kohli,SN Thakur,0,2,0,2,,,,
187168,853,1,19,6,S Dube,V Kohli,SN Thakur,0,0,0,0,,,,
187169,853,1,19,7,S Dube,V Kohli,SN Thakur,0,0,0,0,,,,
187170,853,1,20,1,V Kohli,S Dube,DJ Bravo,0,4,0,4,,,,
187171,853,1,20,2,V Kohli,S Dube,DJ Bravo,0,2,0,2,,,,
187172,853,1,20,3,V Kohli,S Dube,DJ Bravo,0,2,0,2,,,,
187173,853,1,20,4,V Kohli,S Dube,DJ Bravo,0,2,0,2,,,,
187174,853,1,20,5,V Kohli,S Dube,DJ Bravo,0,2,0,2,,,,
187175,853,1,20,6,V Kohli,S Dube,DJ Bravo,0,0,1,1,wides,,,
187176,853,1,20,7,V Kohli,S Dube,DJ Bravo,0,1,0,1,,,,
187177,853,2,1,1,SR Watson,F du Plessis,CH Morris,0,0,0,0,,,,
187178,853,2,1,2,SR Watson,F du Plessis,CH Morris,0,0,0,0,,,,
187179,853,2,1,3,SR Watson,F du Plessis,CH Morris,0,4,0,4,,,,
187180,853,2,1,4,SR Watson,F du Plessis,CH Morris,0,0,0,0,,,,
187181,853,2,1,5,SR Watson,F du Plessis,CH Morris,0,0,0,0,,,,
187182,853,2,1,6,SR Watson,F du Plessis,CH Morris,0,0,0,0,,,,
187183,853,2,2,1,F du Plessis,SR Watson,NA Saini,0,0,0,0,,,,
187184,853,2,2,2,F du Plessis,SR Watson,NA Saini,0,0,0,0,,,,
187185,853,2,2,3,F du Plessis,SR Watson,NA Saini,0,0,0,0,,,,
187186,853,2,2,4,F du Plessis,SR Watson,NA Saini,0,0,1,1,wides,,,
187187,853,2,2,5,F du Plessis,SR Watson,NA Saini,0,1,0,1,,,,
187188,853,2,2,6,SR Watson,F du Plessis,NA Saini,0,0,0,0,,,,
187189,853,2,2,7,SR Watson,F du Plessis,NA Saini,0,0,0,0,,,,
187190,853,2,3,1,F du Plessis,SR Watson,I Udana,0,1,0,1,,,,
187191,853,2,3,2,SR Watson,F du Plessis,I Udana,0,0,0,0,,,,
187192,853,2,3,3,SR Watson,F du Plessis,I Udana,0,0,0,0,,,,
187193,853,2,3,4,SR Watson,F du Plessis,I Udana,0,1,0,1,,,,
187194,853,2,3,5,F du Plessis,SR Watson,I Udana,0,1,0,1,,,,
187195,853,2,3,6,SR Watson,F du Plessis,I Udana,0,4,0,4,,,,
187196,853,2,4,1,F du Plessis,SR Watson,Washington Sundar,0,1,0,1,,,,
187197,853,2,4,2,SR Watson,F du Plessis,Washington Sundar,0,0,0,0,,,,
187198,853,2,4,3,SR Watson,F du Plessis,Washington Sundar,0,1,0,1,,,,
187199,853,2,4,4,F du Plessis,SR Watson,Washington Sundar,0,2,0,2,,,,
187200,853,2,4,5,F du Plessis,SR Watson,Washington Sundar,0,2,0,2,,,,
187201,853,2,4,6,F du Plessis,SR Watson,Washington Sundar,0,0,0,0,,F du Plessis,caught,CH Morris
187202,853,2,5,1,AT Rayudu,SR Watson,NA Saini,0,0,0,0,,,,
187203,853,2,5,2,AT Rayudu,SR Watson,NA Saini,0,2,0,2,,,,
187204,853,2,5,3,AT Rayudu,SR Watson,NA Saini,0,0,0,0,,,,
187205,853,2,5,4,AT Rayudu,SR Watson,NA Saini,0,0,0,0,,,,
187206,853,2,5,5,AT Rayudu,SR Watson,NA Saini,0,0,0,0,,,,
187207,853,2,5,6,AT Rayudu,SR Watson,NA Saini,0,0,0,0,,,,
187208,853,2,6,1,SR Watson,AT Rayudu,Washington Sundar,0,0,0,0,,,,
187209,853,2,6,2,SR Watson,AT Rayudu,Washington Sundar,0,0,0,0,,,,
187210,853,2,6,3,SR Watson,AT Rayudu,Washington Sundar,0,4,0,4,,,,
187211,853,2,6,4,SR Watson,AT Rayudu,Washington Sundar,0,0,0,0,,SR Watson,bowled,
187212,853,2,6,5,N Jagadeesan,AT Rayudu,Washington Sundar,0,0,0,0,,,,
187213,853,2,6,6,N Jagadeesan,AT Rayudu,Washington Sundar,0,1,0,1,,,,
187214,853,2,7,1,N Jagadeesan,AT Rayudu,YS Chahal,0,0,0,0,,,,
187215,853,2,7,2,N Jagadeesan,AT Rayudu,YS Chahal,0,1,0,1,,,,
187216,853,2,7,3,AT Rayudu,N Jagadeesan,YS Chahal,0,1,0,1,,,,
187217,853,2,7,4,N Jagadeesan,AT Rayudu,YS Chahal,0,1,0,1,,,,
187218,853,2,7,5,AT Rayudu,N Jagadeesan,YS Chahal,0,1,0,1,,,,
187219,853,2,7,6,N Jagadeesan,AT Rayudu,YS Chahal,0,0,0,0,,,,
187220,853,2,8,1,AT Rayudu,N Jagadeesan,Washington Sundar,0,1,0,1,,,,
187221,853,2,8,2,N Jagadeesan,AT Rayudu,Washington Sundar,0,1,0,1,,,,
187222,853,2,8,3,AT Rayudu,N Jagadeesan,Washington Sundar,0,1,0,1,,,,
187223,853,2,8,4,N Jagadeesan,AT Rayudu,Washington Sundar,0,0,0,0,,,,
187224,853,2,8,5,N Jagadeesan,AT Rayudu,Washington Sundar,0,1,0,1,,,,
187225,853,2,8,6,AT Rayudu,N Jagadeesan,Washington Sundar,0,1,0,1,,,,
187226,853,2,9,1,AT Rayudu,N Jagadeesan,I Udana,0,1,0,1,,,,
187227,853,2,9,2,N Jagadeesan,AT Rayudu,I Udana,0,1,0,1,,,,
187228,853,2,9,3,AT Rayudu,N Jagadeesan,I Udana,0,4,0,4,,,,
187229,853,2,9,4,AT Rayudu,N Jagadeesan,I Udana,0,1,0,1,,,,
187230,853,2,9,5,N Jagadeesan,AT Rayudu,I Udana,0,1,0,1,,,,
187231,853,2,9,6,AT Rayudu,N Jagadeesan,I Udana,0,1,0,1,,,,
187232,853,2,10,1,AT Rayudu,N Jagadeesan,CH Morris,0,0,0,0,,,,
187233,853,2,10,2,AT Rayudu,N Jagadeesan,CH Morris,0,0,0,0,,,,
187234,853,2,10,3,AT Rayudu,N Jagadeesan,CH Morris,0,2,0,2,,,,
187235,853,2,10,4,AT Rayudu,N Jagadeesan,CH Morris,0,1,0,1,,,,
187236,853,2,10,5,N Jagadeesan,AT Rayudu,CH Morris,0,0,0,0,,,,
187237,853,2,10,6,N Jagadeesan,AT Rayudu,CH Morris,0,0,0,0,,,,
187238,853,2,11,1,AT Rayudu,N Jagadeesan,YS Chahal,0,1,0,1,,,,
187239,853,2,11,2,N Jagadeesan,AT Rayudu,YS Chahal,0,4,0,4,,,,
187240,853,2,11,3,N Jagadeesan,AT Rayudu,YS Chahal,0,1,0,1,,,,
187241,853,2,11,4,AT Rayudu,N Jagadeesan,YS Chahal,0,1,0,1,,,,
187242,853,2,11,5,N Jagadeesan,AT Rayudu,YS Chahal,0,0,0,0,,,,
187243,853,2,11,6,N Jagadeesan,AT Rayudu,YS Chahal,0,2,0,2,,,,
187244,853,2,12,1,AT Rayudu,N Jagadeesan,NA Saini,0,4,0,4,,,,
187245,853,2,12,2,AT Rayudu,N Jagadeesan,NA Saini,0,0,0,0,,,,
187246,853,2,12,3,AT Rayudu,N Jagadeesan,NA Saini,0,0,1,1,wides,,,
187247,853,2,12,4,AT Rayudu,N Jagadeesan,NA Saini,0,0,0,0,,,,
187248,853,2,12,5,AT Rayudu,N Jagadeesan,NA Saini,0,0,0,0,,,,
187249,853,2,12,6,AT Rayudu,N Jagadeesan,NA Saini,0,1,0,1,,,,
187250,853,2,12,7,N Jagadeesan,AT Rayudu,NA Saini,0,1,0,1,,,,
187251,853,2,13,1,N Jagadeesan,AT Rayudu,YS Chahal,0,4,0,4,,,,
187252,853,2,13,2,N Jagadeesan,AT Rayudu,YS Chahal,0,1,0,1,,,,
187253,853,2,13,3,AT Rayudu,N Jagadeesan,YS Chahal,0,0,0,0,,,,
187254,853,2,13,4,AT Rayudu,N Jagadeesan,YS Chahal,0,1,0,1,,,,
187255,853,2,13,5,N Jagadeesan,AT Rayudu,YS Chahal,0,4,0,4,,,,
187256,853,2,13,6,N Jagadeesan,AT Rayudu,YS Chahal,0,0,1,1,wides,,,
187257,853,2,13,7,N Jagadeesan,AT Rayudu,YS Chahal,0,1,0,1,,,,
187258,853,2,14,1,N Jagadeesan,AT Rayudu,S Dube,0,4,0,4,,,,
187259,853,2,14,2,N Jagadeesan,AT Rayudu,S Dube,0,1,0,1,,,,
187260,853,2,14,3,AT Rayudu,N Jagadeesan,S Dube,0,4,0,4,,,,
187261,853,2,14,4,AT Rayudu,N Jagadeesan,S Dube,0,1,0,1,,,,
187262,853,2,14,5,N Jagadeesan,AT Rayudu,S Dube,0,2,0,2,,,,
187263,853,2,14,6,N Jagadeesan,AT Rayudu,S Dube,0,0,1,1,wides,,,
187264,853,2,14,7,N Jagadeesan,AT Rayudu,S Dube,0,1,0,1,,,,
